year,sentence_id,actor,predicate,negotiation_point,predicate_type
1998,114,AUSTRALIA,noted that Annex I countries alone cannot fulfill the goals of the FCCC,Annex I countries alone cannot fulfill the goals of the FCCC,other
1998,116,USA,expressed regret,divisions among Parties would prevent delegates from putting all the issues on the table at this session,other
1998,120,RUSSIA,reminded delegates that within 15 years,within 15 years,other
1998,122,POLAND,said if Parties wanted to adhere to,FCCC goals,other
1998,127,ARGENTINA,said no aspect of the FCCC and the Protocol limited its ability to raise the issue of,voluntary commitments,opposition
1998,131,CHINA,cautioned against,the proposed informal consultations,opposition
1998,132,INDIA,observed that the item had been deleted because there was no consensus on further discussion,the item had been deleted because there was no consensus on further discussion,other
1998,132,SAUDI ARABIA,observed that the item had been deleted because there was no consensus on further discussion,the item had been deleted because there was no consensus on further discussion,other
1998,135,BRAZIL,proposal by Brazil,scientific and methodological aspects of the proposal by Brazil,support
1998,143,BRAZIL,noted,this issue alone could undermine the Kyoto Protocol if the COP takes a wrong decision on how to account for the influence of forestry on GHG concentrations,other
1998,144,NORWAY,said the workshop revealed,credits for carbon sinks under Protocol Article 3,other
1998,146,CANADA,highlighted,the capacity of soils to sequester carbon,other
1998,146,CANADA,noted,the opportunity this presented to farmers in pursuing sustainable land management practices,other
1998,148,USA,underscored,ancillary benefits of sequestration activities,support
1998,148,USA,said excluding these would violate the Convention,excluding ancillary benefits of sequestration activities,opposition
1998,149,JAPAN,submitted,two papers relating to Articles 3,support
1998,154,RUSSIA,request,the RUSSIAN FEDERATION and other Parties,support
1998,159,ICELAND,said this was necessary,high proportional impact of single projects,support
1998,162,AUSTRALIA,supported establishing guidelines and methodologies,establishing guidelines and methodologies to specify circumstances under which single projects could be accommodated,support
1998,163,CANADA,said the draft decision could set a precedent affecting the integrity of the Protocol,the draft decision could set a precedent affecting the integrity of the Protocol,other
1998,163,BRAZIL,said the draft decision could set a precedent affecting the integrity of the Protocol,the draft decision could set a precedent affecting the integrity of the Protocol,other
1998,164,USA,said the differentiation in assigned amounts in the Protocol allows for differences in national circumstances,differentiation in assigned amounts in the Protocol,other
1998,165,ICELAND,stated that Iceland's draft decision was consistent with the Protocol,Iceland's draft decision,support
1998,166,ICELAND,noted,this issue was identified at COP-3 and it was raised now to facilitate ratification of the Protocol,other
1998,172,ICELAND,stressed,only projects with demonstrable global benefit would fall under the draft decision,other
1998,181,Many,highlighted the need,focus research and systematic observation systems on developing countries and issues that were relevant to them,support
1998,184,RUSSIA,proposed inclusion of,systems for the measurement of GHGs and other atmospheric components,support
1998,189,RUSSIA,said the process was moving ahead too quickly,prepare a document to be considered at the next COP,opposition
1998,192,RUSSIA,suggested deleting,the requirement of a report from the Secretariat,support
1998,200,USA,called for the resolution of these issues,these issues,support
1998,200,USA,expected to use them to develop guidelines and national measurement systems,guidelines and national measurement systems,support
1998,201,USA,proposed,the December workshop consider methodological,support
1998,202,NORWAY,sought,continual re-evaluation of inventory data,support
1998,213,BRAZIL,proposal by,SCIENTIFIC AND METHODOLOGICAL ASPECTS OF THE PROPOSAL,support
1998,214,BRAZIL,described it as,the allocation of responsibilities among different emitters based on their actions as measured by the increase in global temperatures,other
1998,215,INDONESIA,supported discussion of the issue,the issue,support
1998,216,GEORGIA,stressed that monitoring of GHGs needed enhancement,monitoring of GHGs needed enhancement,support
1998,217,USA,said using temperature change as the sole indicator of responsibility ignored relevant socio-economic factors,using temperature change as the sole indicator of responsibility,opposition
1998,221,CHINA,said without practical technical know-how,practical technical know-how,other
1998,228,SOUTH KOREA,supported,work on inventories for sources of new technologies and gap identification,support
1998,228,CANADA,supported,work on inventories for sources of new technologies and gap identification,support
1998,229,AUSTRALIA,supported,analysis of barriers to technology transfer,support
1998,229,AUSTRALIA,suggested,SBSTA draw on its roster of experts,support
1998,232,USA,proposed,the Secretariat prepare a report on technology transfer and development efforts by Parties for consideration by SBSTA at its next session,support
1998,232,USA,endorsed,the Secretariat’s proposal to establish a consultative process to develop consensus on next steps,support
1998,235,USA,said communications between Parties were hindered by the differing understandings of the issues,differing understandings of the issues,other
1998,238,G-77/CHINA,focused on identifying means of linking the issues and providing an interface between the providers of technology and the recipients,linking the issues and providing an interface between the providers of technology and the recipients,support
1998,240,CHINA,was consensus on,the capacity building section of the G-77/ China proposal,other
1998,241,USA,opposed,the G-77/ China proposal for a TTM,opposition
1998,248,G-77/CHINA,indicated willingness to accept,meaningful and effective action,support
1998,250,EUROPEAN UNION,said the annex was not a negotiated text,the annex was not a negotiated text,other
1998,250,EUROPEAN UNION,supported the US proposal,to leave the debate to the high-level segment,support
1998,250,USA,proposal,to leave the debate to the high-level segment,support
1998,265,RUSSIA,objection to,procedural steps embodied in the recommendation on the relationship between the Montreal Protocol and the FCCC,opposition
1998,273,SAUDI ARABIA,stressed the need,the contact group to produce an unambiguous text that could be adopted by the COP,support
1998,274,USA,indicated,the issues raised by Articles 4,other
1998,274,CANADA,indicated,the issues raised by Articles 4,other
1998,281,G-77/CHINA,said there were compromises,compromises even in the unbracketed text,other
1998,285,SAUDI ARABIA,stated there was no consensus,no consensus,other
1998,285,SAUDI ARABIA,suggested that if the whole text were bracketed,the whole text were bracketed,support
1998,294,PAKISTAN,requested,Parties to delete Turkey from Annexes I and II,support
1998,295,EUROPEAN UNION,said,all OECD countries should have legally binding targets,support
1998,299,TURKEY,reiterated that its current status as was an anomaly that delays its ratification of the Convention,ratification of the Convention,other
1998,300,PAKISTAN,called for,the resolution of the issue to allow Turkey to participate in the process,support
1998,304,G-77/CHINA,called,for a more ambitious outcome on mitigation,other
1998,315,CHINA,proposed bracketing,a paragraph in the annex that noted that many Annex I Parties would not reduce GHGs to 1990 levels,support
1998,321,PHILIPPINES,highlighted the need for,capacity building and financing,support
1998,323,CHILE,described ongoing efforts toward,their initial national communications,other
1998,323,COLOMBIA,described ongoing efforts toward,their initial national communications,other
1998,324,URUGUAY,described,initial communications and national efforts underway to limit GHGs,other
1998,324,SOUTH KOREA,described,initial communications and national efforts underway to limit GHGs,other
1998,325,EUROPEAN UNION,said communications should be considered on a country-level basis,communications should be considered on a country-level basis,support
1998,325,EUROPEAN UNION,said more frequent workshops would be beneficial,more frequent workshops,support
1998,329,EUROPEAN UNION,bracketed,a paragraph regarding requests to the Secretariat,other
1998,330,G-77/CHINA,bracketed,the entire text,other
1998,331,CHINA,said the Chair should not allow further negotiation on the text,further negotiation on the text,opposition
1998,331,SAUDI ARABIA,said the Chair should not allow further negotiation on the text,further negotiation on the text,opposition
1998,342,G-77/CHINA,called for,the inclusion of a technology mechanism,support
1998,345,USA,tabled,a draft decision that focused on: improvements at the operational level of the GEF; resolving the status of and guidance to the GEF in one draft decision; and GEF support programmes to assist developing countries in altering their policy and legal frameworks in support of technology transfer,support
1998,346,G-77/CHINA,said this proposal did not adequately meet the needs of,this proposal,opposition
1998,351,EUROPEAN UNION,bracketed,paragraphs on GEF funding for implementing adaptation responses and meeting full agreed costs,other
1998,352,USA,bracketed,international centers,other
1998,353,G-77/CHINA,bracketed,the entire text,other
1998,361,G-77/CHINA,said: the issue is important,the issue,other
1998,365,CANADA,remained focused on establishing,the approach to preparing a draft statement,other
1998,365,ZIMBABWE,remained focused on establishing,the approach to preparing a draft statement,other
1998,366,G-77/CHINA,insisted that,a G-77/CHINA draft decision provide the basis for the deliberations,support
1998,373,CHINA,said he interpreted the US and AUSTRALIA proposals as,US and AUSTRALIA proposals,other
1998,374,USA,noted that,the scientific and technical evaluation from the IPCC indicated that developed country actions would be insufficient to meet the aims of the Convention,other
1998,374,AUSTRALIA,noted that,the scientific and technical evaluation from the IPCC indicated that developed country actions would be insufficient to meet the aims of the Convention,other
1998,386,USA,highlighted concerns regarding,dates in the draft decision,other
1998,393,CHINA,noted,several issues under the Convention remained unresolved and time was needed to prepare for the Protocol’s entry into force,other
1998,394,NIGERIA,objected to,the US proposal for alternating ministerial and non-ministerial COPs,opposition
1998,394,USA,proposal,alternating ministerial and non-ministerial COPs,support
1998,395,CANADA,called for consultations,this issue,support
1998,398,G-77/CHINA,reiterated the need for,the flexibility mechanisms to proceed step-by-step,support
1998,399,BRAZIL,said the CDM should not be operational,before ratification of the Protocol and implementation of domestic measures,opposition
1998,401,AFRICAN GROUP,stressed that the use of flexible mechanisms be limited to an agreed amount,use of flexible mechanisms be limited to an agreed amount,support
1998,405,EUROPEAN UNION,stated that the mechanisms should be developed parallel to and consistent with each other,the mechanisms should be developed parallel to and consistent with each other,support
1998,408,SWITZERLAND,suggested,the creation of a compliance mechanism,support
1998,410,AUSTRALIA,said,the flexibility mechanisms were to be open,other
1998,414,CANADA,Supported by,CANADA and the US,support
1998,414,USA,Supported by,CANADA and the US,support
1998,427,USA,stressed,parallel progress on all mechanisms,other
1998,428,EUROPEAN UNION,preferred,a general,support
1998,429,NEW ZEALAND,stressed the importance of,developing a timeline for discussion,support
1998,431,SWITZERLAND,provided,a two-page work programme,other
1998,437,EUROPEAN UNION,said,the G-77/China draft programme lacked,other
1998,440,AUSTRALIA,said the issues settled at Kyoto should not be re-opened,the issues settled at Kyoto,opposition
1998,444,G-77/CHINA,At the request of,Available actors,other
1998,446,UGANDA,said,all the references to FCCC Articles 4,other
1998,451,G-77/CHINA,urged discussion of,the contact group Co-Chairs’ draft,support
1998,452,SOUTH AFRICA,rejected,the G-77/CHINA position,opposition
1998,452,UGANDA,rejected,the G-77/CHINA position,opposition
1998,455,KUWAIT,suggested,the draft decision of the SBSTA/SBI Co-Chairs be forwarded to the COP as a Chair’s text,support
1998,469,G-77/CHINA,called for,the inclusion of a technology mechanism,support
1998,476,POLAND,observed that a review of the process could explain why some countries were excluded and resolve some of the concerns of the G-77/CHINA,a review of the process,other
1998,477,GERMANY,presented,a draft decision (FCCC/SB/1998/CRP,other
1998,479,G-77/CHINA,opposed,text on crediting for AIJ pilot phase projects,opposition
1998,479,G-77/CHINA,proposed,an amendment on continuing the AIJ pilot phase,support
1998,480,USA,opposed,the change,opposition
1998,480,SLOVENIA,opposed,the change,opposition
1998,481,AUSTRALIA,said incentives were needed,incentives for the private sector,support
1998,487,SAUDI ARABIA,said preparations were needed,for all Protocol articles,support
1998,490,SWITZERLAND,supported,the draft decision,support
1998,491,USA,proposed amending,the decision to reflect the differing legal status of the Convention and the Protocol,support
1998,494,JAPAN,noted,the need for time for consultation and difficulties in combining ongoing work under the FCCC and the Protocol,other
1998,496,CANADA,called for,a balance between the Convention and the Protocol,support
1998,496,CANADA,said ... needed attention to expedite ratification,Protocol issues,support
1998,500,EUROPEAN UNION,said the issue merited discussion,the issue,other
1998,502,SAUDI ARABIA,called for,a work plan and timeline on Article 3,support
1998,506,MARSHALL ISLANDS,reported,informal consultations,other
1998,509,SAUDI ARABIA,would accept,this,support
1998,511,MAURITANIA,proposed,a draft decision urging Parties to sign and ratify the Kyoto Protocol,support
1998,512,JAPAN,recalled,the draft decision on Article 4,other
1998,513,USA,was not in a position to urge ratification,ratification,other
1998,513,USA,suggested postponing the decision,postponing the decision,support
1998,526,JORDAN,had offered to host COP-5,host COP-5,support
1998,528,TURKEY,had presented the FCCC to Parliament for ratification,FCCC,support
1998,531,LIBYA,expressed hope,the international community would prevent adverse economic impacts from response measures,other
1998,537,The ministers,called for enhanced progress at the COP to ensure ratification,ratification of the Kyoto Protocol,support
1998,539,FRANCE,announced the cancellation,Honduras’ and Nicaragua’s debt,support
1998,540,ARGENTINA,will make a commitment to lower emissions,lower emissions for the period 2008 to 2012,support
1998,545,AOSIS,noted the inadequacy,the commitments and efforts to implement them under the Protocol and the FCCC,other
1998,548,SOUTH KOREA,recognized,voluntary commitments was a sensitive issue,other
1998,549,BOLIVIA,stressed that,substantive participation of non-Annex I Parties should be based on the principle of sovereignty and right to self-determination,support
1998,549,BOLIVIA,stressed that,their emissions limits cannot constitute a precedent nor commit others to emissions limitation targets,support
1998,550,MALAYSIA,expressed regret over,continued discussion on voluntary commitments,opposition
1998,551,ETHIOPIA,said pressure for voluntary commitments would undermine,the FCCC process,opposition
1998,555,JAPAN,called for,the early signing and ratification of the Protocol,support
1998,555,SLOVENIA,called for,the early signing and ratification of the Protocol,support
1998,558,PERU,said the inaction of developed countries sends dangerous signals to non-Annex I countries,inaction of developed countries,other
1998,559,NORWAY,said developed countries must accept even more ambitious targets in the future,developed countries must accept even more ambitious targets in the future,support
1998,561,FRANCE,called for timely provision of financial support and technology transfer,timely provision of financial support and technology transfer,support
1998,563,SUDAN,stressed,technology transfer irrespective of political relations or racial considerations,support
1998,564,NORWAY,recognized the role of industry in technology transfer,role of industry in technology transfer,other
1998,565,NETHERLANDS,highlighted the need for,increased financial flows to the most vulnerable countries,support
1998,566,UK,said scientific uncertainty should not be used as an excuse for inaction,scientific uncertainty should not be used as an excuse for inaction,support
1998,566,GHANA,said scientific uncertainty should not be used as an excuse for inaction,scientific uncertainty should not be used as an excuse for inaction,support
1998,567,DENMARK,called for,a Buenos Aires deal that calls upon developed countries to commit themselves to provide additional funds to developing countries and address their obligations under the FCCC and the Protocol,support
1998,569,AOSIS,called for,a clear and ambitious timetable to elaborate the Protocol,support
1998,570,G-77/CHINA,said their participation in mitigating climate change depends on,the effective implementation of developed country Party commitments in the field of technology transfer and financial resources,other
1998,571,JAPAN,stressed the need to maintain,the momentum of Kyoto,support
1998,571,EUROPEAN UNION,stressed the need to maintain,the momentum of Kyoto,support
1998,573,GHANA,said the challenges of climate change mitigation and adaptation present an additional burden to developing countries,challenges of climate change mitigation and adaptation present an additional burden to developing countries,other
1998,573,CARIBBEAN COMMUNITY (CARICOM/CC),Available actors,,other
1998,574,CENTRAL AMERICAN STATES,stressed the importance of,sinks,support
1998,574,CENTRAL AMERICAN STATES,supported,the G-77/China proposal to prioritize the CDM and operationalize it by 1 January 2000,support
1998,576,EUROPEAN UNION,supported,clear qualitative and quantitative ceilings on the use of the flexibility mechanisms,support
1998,578,THAILAND,said the CDM should not be the sole means of technology transfer,the CDM being the sole means of technology transfer,opposition
1998,579,SEYCHELLES,expressed concern,vulnerable nations that are insignificant on the global stage may be excluded from programmes such as those under the flexibility mechanisms,other
1998,580,THAI-LAND,supported,North-South and South-South partnerships based on equity and the principle of common but differentiated responsibility,support
1998,581,SPAIN,called for progress on,developing a process of technology transfer,support
1998,581,SPAIN,called for progress on,efforts to address the issue of public awareness and education,support
1998,582,FRANCE,called for,a common approach to collective measures,support
1998,582,FRANCE,said ... should be based on,a reliable system of compliance that includes sanctions,support
1998,583,CROATIA,said the flexibility mechanisms must be equitable,flexibility mechanisms must be equitable,support
1998,584,EGYPT,emphasized the equal treatment of the three flexibility mechanisms,the equal treatment of the three flexibility mechanisms,support
1998,584,EGYPT,suggested that part of the proceeds from these mechanisms be mobilized to finance the transfer of adaptation technology for developing countries,part of the proceeds from these mechanisms be mobilized to finance the transfer of adaptation technology for developing countries,support
1998,585,BRAZIL,underscored,the CDM as a means of inducing new and mostly private investment,support
1998,586,CANADA,described the CDM as a “win-win-win mechanism,CDM,other
1998,587,VENEZUELA,said CDM projects must ensure net contribution to sustainable development in the host country,CDM projects must ensure net contribution to sustainable development in the host country,support
1998,588,ARGENTINA,said emissions trading was an innovative solution to market failure,emissions trading,support
1998,589,POLAND,called for final decisions on the mechanisms at COP-5,final decisions on the mechanisms at COP-5,support
1998,589,POLAND,proposed a pilot phase for emissions trading,a pilot phase for emissions trading,support
1998,590,SOUTH KOREA,opposed,any limits on the CDM,opposition
1998,591,MEXICO,stressed,open criteria and a progressive approach to the CDM that could foster immediate and simple actions without artificial limits,support
1998,593,MOROCCO,said,the imbalance of projects,other
1998,594,ZIMBABWE,recommended its extension,AIJ pilot phase,support
1998,595,MALAYSIA,called for,the incorporation of technology transfer and the financial mechanism into the Protocol mechanisms,support
1998,596,GREECE,supported,agreement on clear principles,support
1998,597,SOUTH AFRICA,supported,development of a clear programme of work,support
1998,598,UKRAINE,stressed establishment of,a work programme for implementation of Kyoto obligations by Annex I Parties,support
1998,602,G-77/CHINA,called for,a decision on compliance at COP-4,support
1998,603,GERMANY,suggested,a ceiling for mechanisms,support
1998,604,RUSSIA,opposed,qualify its emissions reductions as “hot air”,opposition
1998,605,BRAZIL,called for further discussions,adverse impacts of climate change,support
1998,605,KENYA,called for further discussions,adverse impacts of climate change,support
1998,606,MEXICO,Supported by,MEXICO,other
1998,607,ICELAND,underscored,the proportional impact of single projects on small economies,other
1998,610,SWEDEN,urged delegates to work to increase awareness,increase awareness,support
1998,611,VENEZUELA,cautioned against allowing,discussing items not on the COP-4 agenda,opposition
1998,612,ECUADOR,supported,closer coordination with other UN Conventions,support
1998,613,NEPAL,stressed,regional environmental cooperation,support
1998,613,NEPAL,opposed,undue limits on energy consumption,opposition
1998,614,KENYA,called for,GEF support in facilitating the CDM and implementing adaptation measures,support
1998,615,GAMBIA,called for,membership of the Multilateral Consultative Committee and participation in the CDM on an equitable geographical basis,support
1998,616,SENEGAL,said the debt burden was a serious hindrance to sustainable development,debt burden,other
1998,616,SENEGAL,said the marginalization of Africa made equity a particular concern,equity,other
1998,617,INDIA,stressed,the distinction between luxury and survival emissions,other
1998,618,ZAMBIA,said climate change programmes should be linked to poverty eradication,climate change programmes linked to poverty eradication,support
1998,620,BURUNDI,underscored the need for,improved access to technological information and knowledge and capacity building,support
1998,621,CÔTE D'IVOIRE,stated that the CDM should not be a substitute for official development assistance or support from the GEF,the CDM should not be a substitute for official development assistance or support from the GEF,opposition
1998,629,ARMENIA,announced the receipt of,national communications from Armenia,other
1998,633,JORDAN,reconfirmed its offer,host COP-5,support
1998,633,JORDAN,said it had already begun negotiations,arrangements,other
1998,640,POLAND,introduced,the report of the COP (FCCC/CP/1998/L,other
1998,641,SWITZERLAND,commented on the process,the process of reaching these decisions,other
1998,652,G-77/CHINA,to break ranks with most of its partners,a binding commitment at COP-5 to abate its greenhouse gas emissions,opposition
1998,652,CHINA,to signal its willingness to undertake,a binding commitment at COP-5 to abate its greenhouse gas emissions,support
1998,653,USA,signing,Kyoto Protocol,support
1998,655,USA,stole the show,a Conference marked by an apparent lack of ambition from the outset,other
1998,655,ARGENTINA,stole the show,a Conference marked by an apparent lack of ambition from the outset,other
1998,667,ARGENTINA,stepped out from the ranks of the G-77/China,a binding commitment,other
1998,667,USA,decision to sign,the Kyoto Protocol,support
1998,667,G-77/CHINA,was fractured by a decision,to establish the Berlin Mandate,other
1998,669,CHINA,opposition,the item,opposition
1998,671,USA,led the support for,informal consultations,support
1998,672,ARGENTINA,announcement,Argentine President Carlos Menem’s announcement,other
1998,677,USA,signed,the Kyoto Protocol,support
1998,681,USA,should not be a signatory to any protocol,any protocol that excludes developing countries from legally binding commitments or that causes serious harm to the US economy,support
1998,686,G-77/CHINA,opposition from within her country group,informal consultations on the issue of developing country commitments,opposition
1998,687,ARGENTINA,is linked,Available,other
1998,690,UMBRELLA GROUP,has become tainted by the contentious debate between,voluntary commitments,other
1998,695,EUROPEAN UNION,commented,the COP should not have been about winning things,other
1998,697,ARGENTINA,attempt by Argentina to place,voluntary commitments for developing countries on the COP-4 agenda on day one,support
1998,700,G-77/CHINA,continues to view the inadequacy of,commitments in terms of the poor performance of Annex-I Parties,opposition
1998,704,G-77/CHINA,demands,financial and technical assistance,support
1998,707,OPEC,tried,Articles 4,other
1998,708,EUROPEAN UNION,drive,include policies and measures in the work programme,support
1998,715,EUROPEAN UNION,had reasons to promote,such an outcome,support
1998,715,UMBRELLA GROUP,had reasons to promote,such an outcome,support
1998,715,USA,had reasons to promote,such an outcome,support
1998,716,EUROPEAN UNION,was conscious of the lack of attention paid to,G-77/China demands in Kyoto,other
1998,716,EUROPEAN UNION,made serious efforts to address,G-77/China demands,support
1998,717,UMBRELLA GROUP,had a strong interest in moving quickly,elaboration of guidelines and principles for the flexibility mechanisms,support
1998,726,JORDAN,has expressed an interest in,hosting COP-5,support
1999,7,GERMANY,is provided by,the Bulletin during 1999,support
1999,34,GERMANY,agreed,establish an open-ended Ad Hoc Group on the Berlin Mandate (AGBM) to begin a process toward appropriate action for the period beyond 2000,support
1999,47,EUROPEAN UNION,proposal,"a 15% emissions cut for a ""basket"" of three greenhouse gases (GHGs) by the year 2010 compared to 1990 levels",support
1999,49,G-77/CHINA,insistence on,G-77/China involvement,support
1999,49,USA,level of ambition acceptable by,the level of ambition,other
1999,79,GERMANY,noted that,Available,other
1999,91,AOSIS,expressed concern about this decision,this decision,opposition
1999,91,AOSIS,said there was no excuse for the COP not to carry out this review,carry out this review,support
1999,92,EUROPEAN UNION,made a distinction between,FCCC Article 4,other
1999,115,EUROPEAN UNION,noted the need to include,indicators such as emissions per capita or emissions per unit of output,support
1999,117,AUSTRALIA,suggested,projections of the effect of policies and measures on future trends of GHG emissions and removals be developed by sector,support
1999,118,MARSHALL ISLANDS,supported,detailed and rigorous reporting,support
1999,118,JAMAICA,supported,detailed and rigorous reporting,support
1999,119,USA,said the quantity and level of detail should balance needs for comparability,the quantity and level of detail should balance needs for comparability,support
1999,123,EUROPEAN UNION,submitted a proposal,to restructure the section on national circumstances,support
1999,138,CHINA,amended the text to state,the purpose of the technical review is to assist “Annex I Parties” instead of “all Parties” in gaining experience relevant to the preparation of guidelines related to Protocol Articles 5 (methodology),support
1999,145,Uzbekistan,noted that constraints included,lack of research and data on emissions factors,other
1999,146,IRAN,noted that countries have needs determined by their unique circumstances,countries have needs determined by their unique circumstances,other
1999,149,G-77/CHINA,opposed,changing the guidelines for non-Annex I communications,opposition
1999,149,CHINA,opposed,changing the guidelines for non-Annex I communications,opposition
1999,150,AOSIS,noted the need to modify,IPCC guidelines for small island developing States (SIDS),support
1999,152,SWITZERLAND,said there is a need for,one unified reporting format for all FCCC Parties and for the use of IPCC guidelines,support
1999,153,G-77/CHINA,called for,the involvement of non-Annex I Party experts in preparing non-Annex I communications,support
1999,154,EUROPEAN UNION,highlighted the need for,expert review and consideration of non-Annex I communications,support
1999,155,AOSIS,opposed,technical assessment processes for individual national communications,opposition
1999,156,SOUTH KOREA,should focus on identifying solutions to obstacles in preparing communications,expert review teams should focus on identifying solutions to obstacles in preparing communications,support
1999,161,G-77/CHINA,called for,the inclusion of a specific reference to the Paris Agreement in the decision text,support
1999,165,EUROPEAN UNION,said the purpose of technical assessments is to improve non-Annex I communications,improve non-Annex I communications,support
1999,168,INDIA,proposed deletion of,a paragraph that calls on the CGE to consider steps taken or envisaged by the Party to implement the FCCC,support
1999,168,CHINA,proposed deletion of,a paragraph that calls on the CGE to consider steps taken or envisaged by the Party to implement the FCCC,support
1999,184,G-77/CHINA,based on a G-77/China proposal,a draft decision on capacity building,support
1999,184,EUROPEAN UNION,incorporated submissions from the EU,a draft decision on capacity building,support
1999,185,G-77/CHINA,welcomed,a draft decision on capacity building,support
1999,186,G-77/CHINA,called on the COP to,the COP to,support
1999,189,G-77/CHINA,proposal,the G-77/China proposal,support
1999,192,USA,co-chaired by,contact group,other
1999,195,MARSHALL ISLANDS,expressed its reservation,the request to the Secretariat to coordinate with bilateral and multilateral institutions in preparing the elements of a draft framework for capacity building activities,opposition
1999,211,CHINA,said technology transfer under the Protocol should be additional to that under the FCCC,technology transfer under the Protocol should be additional to that under the FCCC,support
1999,212,PHILIPPINES,called for,information on technology transfer activities in Annex I communications,support
1999,213,AOSIS,stressed addressing,adaptation technologies,support
1999,214,SWITZERLAND,underscored consideration of,specific national circumstances,support
1999,221,ARGENTINA,called for attention to,the medical use of HFCs in metered dose inhalers,support
1999,226,AOSIS,stressed,SIDS’ vulnerability,support
1999,226,AOSIS,underscored the need to develop,long-term approaches to adaptation in the Convention’s context,support
1999,233,MALAYSIA,reported,a workshop on implementation of FCCC Articles 4,other
1999,235,G-77/CHINA,had highlighted the need for,another workshop prior to COP-6,support
1999,238,SENEGAL,called for evaluation of vulnerability in Africa by COP-6,evaluation of vulnerability in Africa by COP-6,support
1999,240,USA,said there was uncertainty over the impact of,implementation of response measures,other
1999,241,JAPAN,said consideration of compensation was unacceptable,consideration of compensation,opposition
1999,241,MARSHALL ISLANDS,said consideration of compensation was unacceptable,consideration of compensation,opposition
1999,252,LDCs,arising from,climate change and/or the impact of the implementation of response measures,other
1999,261,USA,proposed exploring,the eligibility of AIJ projects under the CDM or JI,support
1999,262,AOSIS,opposed,linking AIJ to the Protocol mechanisms,opposition
1999,265,AOSIS,drew attention,the inaccuracies,other
1999,266,USA,identified,the lack of crediting and capacity in the host countries and high transaction costs for small projects as barriers in the pilot phase,other
1999,267,SWITZERLAND,said that without credit,credit,other
1999,267,AUSTRALIA,said that without credit,credit,other
1999,268,IRAN,noted the absence of criteria for assessing and elaborating the benefits of AIJ projects,criteria for assessing and elaborating the benefits of AIJ projects,other
1999,270,SOUTH KOREA,said that since most AIJ projects are financed through official funds like ODA and the GEF,most AIJ projects are financed through official funds like ODA and the GEF,other
1999,271,AFRICAN GROUP,underscored the need,involve local communities in the design and execution of such projects,support
1999,275,EUROPEAN UNION,introduced its draft proposal that sought to,stop the non-credited pilot phase and start an AIJ phase with possible crediting,support
1999,286,BRAZIL,Proposal by Brazil,On Wednesday,support
1999,297,PAKISTAN,proposal by,delete the name of Turkey from Annexes I and II of the FCCC,support
1999,297,AZERBAIJAN,proposal by,delete the name of Turkey from Annexes I and II of the FCCC,support
1999,299,MARSHALL ISLANDS,expressed concern,the precedent it would set,other
1999,302,KAZAKHSTAN,proposal,to be included in the list in FCCC Annex I,support
1999,307,SAUDI ARABIA,could not accept,negotiations taking place outside the FCCC bodies,opposition
1999,307,SAUDI ARABIA,opposed,the appointment of facilitators,opposition
1999,312,G-77/CHINA,said any consideration of the LULUCF,LULUCF,opposition
1999,313,AUSTRALIA,stressed,additional sink activities could be included in the Protocol,other
1999,314,CANADA,said the decision-making framework should be based on consistency between the provisions of the Protocol,consistency between the provisions of the Protocol,support
1999,316,EUROPEAN UNION,said the IPCC Special Report and country specific data should provide the basis for future discussions and decisions,the IPCC Special Report and country specific data should provide the basis for future discussions and decisions,support
1999,320,G-77/CHINA,proposed,a work programme,support
1999,336,G-77/CHINA,said a CDM decision must precede decisions on other mechanisms,a CDM decision must precede decisions on other mechanisms,support
1999,337,USA,supported,parallel progress on the mechanisms with priority given to the CDM,support
1999,338,CHINA,opposed,taking a single decision on all mechanisms,opposition
1999,340,SAUDI ARABIA,stressed that progress on this issue is conditional on progress on other equally important issues,progress on this issue,other
1999,341,AOSIS,highlighted the need for,the mechanisms to be based on sound environmental principles,support
1999,342,AOSIS,would not permit,mechanisms that allow Annex I Parties to offload domestic responsibilities,opposition
1999,343,EUROPEAN UNION,has to be defined,a ceiling on the use of mechanisms,support
1999,348,JAPAN,said both technical workshops and intersessional meetings should be held prior to COP-6,both technical workshops and intersessional meetings should be held prior to COP-6,support
1999,348,CANADA,said both technical workshops and intersessional meetings should be held prior to COP-6,both technical workshops and intersessional meetings should be held prior to COP-6,support
1999,349,G-77/CHINA,highlighted the need for,transparency in the process and adequate developing country expert participation in the technical workshops,support
1999,350,SUDAN,said Parties needed time to review the information and findings of technical workshops,time to review the information and findings of technical workshops,other
1999,358,BOLIVIA,proposed including,forest protection initiatives under emissions avoidance,support
1999,359,MEXICO,looked forward to using the CDM to supplement national efforts to shift from slash-and-burn techniques,using the CDM to supplement national efforts to shift from slash-and-burn techniques,support
1999,360,MAURITANIA,objected to,the inclusion of forest protection within the CDM,opposition
1999,361,IRAN,said the CDM should include projects related to both sinks and sources,projects related to both sinks and sources,support
1999,363,EUROPEAN UNION,said the baselines should be determined on a project-by-project basis,baselines should be determined on a project-by-project basis,support
1999,364,MOROCCO,stressed the need to,certify that reduced or avoided emissions are real,support
1999,368,JAPAN,asked,whether unilaterally-funded projects were consistent with the concept of CDM,other
1999,369,SOUTH KOREA,said unilateral funding for CDM would provide incentives for non-Annex I Parties to implement measures to reduce GHGs,unilateral funding for CDM,support
