year,sentence_id,actor,predicate,negotiation_point,predicate_type
1998,342,G-77/CHINA,Available,The G-77/CHINA,other
1998,345,USA,tabled,a draft decision that focused on: improvements at the operational level of the GEF; resolving the status of and guidance to the GEF in one draft decision; and GEF support programmes to assist developing countries in altering their policy and legal frameworks in support of technology transfer,support
1998,346,G-77/CHINA,said,this proposal did not adequately meet the needs of developing country Parties,opposition
1998,351,EUROPEAN UNION,bracketed,paragraphs on GEF funding for implementing adaptation responses and meeting full agreed costs,support
1998,352,USA,bracketed,language on international centers,support
1998,353,G-77/CHINA,bracketed,the entire text,support
1998,361,G-77/CHINA,said,the issue is important to the Conven,other
1998,365,CANADA,remained focused on establishing,the approach to preparing a draft statement,support
1998,365,ZIMBABWE,remained focused on establishing,the approach to preparing a draft statement,support
1998,366,G-77/CHINA,insisted that,a G-77/CHINA draft decision provide the basis for the deliberations,support
1998,373,CHINA,said he interpreted,the US and AUSTRALIA proposals as an attempt to exact commitments from developing countries,other
1998,374,USA,noted,the scientific and technical evaluation from the IPCC indicated that developed country actions would be insufficient to meet the aims of the Convention,other
1998,374,AUSTRALIA,noted,the scientific and technical evaluation from the IPCC indicated that developed country actions would be insufficient to meet the aims of the Convention,other
1998,386,USA,highlighted concerns regarding,dates in the draft decision,support
1998,391,SAUDI ARABIA,Available,,other
1998,393,CHINA,noted,several issues under the Convention remained unresolved and time was needed to prepare for the Protocol’s entry into force,other
1998,394,NIGERIA,objected to,the US proposal for alternating ministerial and non-ministerial COPs,opposition
1998,394,USA,,,other
1998,395,CANADA,called for consultations,this issue under the guidance of the Chair,support
1998,398,G-77/CHINA,reiterated,the need for the flexibility mechanisms to proceed step-by-step,support
1998,398,CHINA,reiterated,the need for the flexibility mechanisms to proceed step-by-step,support
1998,399,BRAZIL,said,the CDM should not be operational before ratification of the Protocol and implementation of domestic measures,opposition
1998,400,AOSIS,stated,Available actors,other
1998,401,AFRICAN GROUP,stressed that the use of flexible mechanisms be limited to an agreed amount since the primary objective of the FCCC was to encourage domestic action,the use of flexible mechanisms be limited to an agreed amount,support
1998,405,EUROPEAN UNION,stated that the mechanisms should be developed parallel to and consistent with each other,the mechanisms should be developed parallel to and consistent with each other,support
1998,408,SWITZERLAND,suggested,the creation of a compliance mechanism,support
1998,409,EUROPEAN UNION,Available,The EU,other
1998,410,AUSTRALIA,said,the flexibility mechanisms were to be open,support
1998,411,NEW ZEALAND,Available,NEW ZEALAND,other
1998,412,CANADA,Available,,other
1998,414,CANADA,Supported by,Available,support
1998,414,USA,Supported by,Available,support
1998,416,CANADA,Available,Available,other
1998,426,HONDURAS,Available,,other
1998,427,USA,stressed,parallel progress on all mechanisms,support
1998,428,EUROPEAN UNION,preferred,a general,support
1998,429,NEW ZEALAND,stressed,developing a timeline for discussion,support
1998,431,SWITZERLAND,provided,a two-page work programme,support
1998,437,EUROPEAN UNION,said,the G-77/China draft programme lacked,other
1998,440,AUSTRALIA,said,the issues settled at Kyoto should not be re-opened,opposition
1998,444,G-77/CHINA,request,Available actors,support
1998,445,SAUDI ARABIA,Available,,other
1998,446,UGANDA,said,all the references to FCCC Articles 4,support
1998,451,G-77/CHINA,urged discussion of,the contact group Co-Chairs’ draft,support
1998,452,SOUTH AFRICA,rejected,the G-77/CHINA position,opposition
1998,452,UGANDA,rejected,the G-77/CHINA position,opposition
1998,453,USA,With the,US,other
1998,455,KUWAIT,suggested,the draft decision of the SBSTA/SBI Co-Chairs be forwarded to the COP as a Chair’s text,support
1998,469,G-77/CHINA,Available,The G-77/CHINA,other
1998,476,POLAND,observed that,a review of the process could explain why some countries were excluded and resolve some of the concerns of the G-77/CHINA,other
1998,477,GERMANY,chaired informal consultations on the issue,the issue,other
1998,477,GERMANY,presented a draft decision,a draft decision (FCCC/SB/1998/CRP),support
1998,479,G-77/CHINA,opposed text on crediting for AIJ pilot phase projects,text on crediting for AIJ pilot phase projects,opposition
1998,479,G-77/CHINA,proposed an amendment on continuing the AIJ pilot phase,continuing the AIJ pilot phase,support
1998,480,USA,opposed,the change,opposition
1998,480,SLOVENIA,opposed,the change,opposition
1998,481,AUSTRALIA,said,incentives were needed for the private sector,support
1998,487,SAUDI ARABIA,said preparations were needed for all Protocol articles,preparations were needed for all Protocol articles,support
1998,490,SWITZERLAND,supported,the draft decision,support
1998,491,USA,proposed,amending the decision to reflect the differing legal status of the Convention and the Protocol,support
1998,492,EUROPEAN UNION,Available,The EU,other
1998,494,JAPAN,noted,the need for time for consultation and difficulties in combining ongoing work under the FCCC and the Protocol,other
1998,496,CANADA,called for a balance between the Convention and the Protocol,a balance between the Convention and the Protocol,support
1998,496,CANADA,said Protocol issues needed attention to expedite ratification,Protocol issues needed attention to expedite ratification,support
1998,498,KUWAIT,Available,,other
1998,500,EUROPEAN UNION,said,the issue merited discussion,support
1998,502,SAUDI ARABIA,called for,a work plan and timeline on Article 3,support
1998,506,MARSHALL ISLANDS,chaired informal consultations,informal consultations,other
1998,506,MARSHALL ISLANDS,reported,on Tuesday,other
1998,509,SAUDI ARABIA,said he would accept this on the condition that,the issue of Protocol Articles 4,support
1998,511,MAURITANIA,proposed,a draft decision urging Parties to sign and ratify the Kyoto Protocol,support
1998,512,JAPAN,recalled,the draft decision on Article 4,other
1998,513,USA,said it was not in a position to urge ratification,ratification,opposition
1998,513,USA,suggested postponing the decision,postponing the decision,support
1998,526,JORDAN,had offered,to host COP-5,support
1998,528,TURKEY,said it had presented,the FCCC to Parliament for ratification,support
1998,531,LIBYA,expressed hope that the international community would prevent,adverse economic impacts from response measures,support
1998,539,FRANCE,announced,the cancellation of Honduras’ and Nicaragua’s debt,other
1998,540,ARGENTINA,said that at COP-5 Argentina will make a commitment to lower emissions for the period 2008 to 2012,lower emissions for the period 2008 to 2012,support
1998,543,NEW ZEALAND,Available,NEW ZEALAND,other
1998,544,USA,Available,,other
1998,544,HUNGARY,Available,,other
1998,545,AOSIS,noted,the inadequacy of the commitments and efforts to implement them under the Protocol and the FCCC,other
1998,547,CUBA,Available,CUBA,other
1998,548,SOUTH KOREA,recognized,voluntary commitments was a sensitive issue,other
1998,549,BOLIVIA,stressed that substantive participation of non-Annex I Parties should be based on the principle of sovereignty and right to self-determination,substantive participation of non-Annex I Parties should be based on the principle of sovereignty and right to self-determination,support
1998,549,BOLIVIA,stressed that their emissions limits cannot constitute a precedent nor commit others to emissions limitation targets,their emissions limits cannot constitute a precedent nor commit others to emissions limitation targets,support
1998,550,MALAYSIA,expressed regret over,the continued discussion on voluntary commitments,opposition
1998,551,ETHIOPIA,said,pressure for voluntary commitments would undermine the FCCC process,opposition
1998,552,USA,The,US,other
1998,555,JAPAN,called for,the early signing and ratification of the Protocol,support
1998,555,SLOVENIA,called for,the early signing and ratification of the Protocol,support
1998,558,PERU,said,the inaction of developed countries sends dangerous signals to non-Annex I countries,support
1998,559,NORWAY,said,developed countries must accept even more ambitious targets in the future,support
1998,561,FRANCE,noted that developing country emissions are increasing and called for timely provision of financial support and technology transfer,timely provision of financial support and technology transfer,support
1998,562,ECUADOR,Available,ECUADOR,other
1998,563,SUDAN,stressed,technology transfer irrespective of political relations or racial consid- erations,support
1998,564,NORWAY,recognized,the role of industry in technology transfer,other
1998,565,NETHERLANDS,highlighted,the need for increased financial flows to the most vulnerable countries,support
1998,566,UK,said,scientific uncertainty should not be used as an excuse for inaction,support
1998,566,GHANA,said,scientific uncertainty should not be used as an excuse for inaction,support
1998,567,DENMARK,called for,a Buenos Aires deal that calls upon developed countries to commit themselves to provide additional funds to developing countries and address their obligations under the FCCC and the Protocol,support
1998,569,AOSIS,called for,a clear and ambitious timetable to elaborate the Protocol,support
1998,570,G-77/CHINA,said their participation in mitigating climate change depends on,the effective implementation of developed country Party commitments in the field of technology transfer and financial resources,support
1998,571,JAPAN,stressed,the need to maintain the momentum of Kyoto,support
1998,571,EUROPEAN UNION,stressed,the need to maintain the momentum of Kyoto,support
1998,572,EUROPEAN UNION,supported,EU proposal for a Buenos Aires work plan,support
1998,573,GHANA,said,the challenges of climate change mitigation and adaptation present an additional burden to developing countries,support
1998,573,CARIBBEAN COMMUNITY (CARICOM/CC),Available,,other
1998,574,G-77/CHINA,proposal,to prioritize the CDM and operationalize it by 1 January 2000,support
1998,574,G-77/CHINA,supported,to prioritize the CDM and operationalize it by 1 January 2000,support
1998,574,CENTRAL AMERICAN STATES,stressed the importance of,sinks,other
1998,574,CENTRAL AMERICAN STATES,supported,the G-77/China proposal to prioritize the CDM and operationalize it by 1 January 2000,support
1998,575,CHILE,Available,,other
1998,576,IRELAND,supported,the EU call for clear qualitative and quan- titative ceilings on the use of the flexibility mechanisms,support
1998,578,THAILAND,said,the CDM should not be the sole means of technology transfer,support
1998,581,SPAIN,called for,progress on developing a process of technology transfer and efforts to address the issue of public awareness and education,support
1998,582,FRANCE,called for,a common approach to collective measures,support
1998,582,FRANCE,said mechanisms should be based on,a reliable system of compliance that includes sanctions,support
1998,583,CROATIA,said,the flexibility mechanisms must be equitable,support
1998,584,EGYPT,emphasized the equal treatment of the three flexibility mechanisms,the equal treatment of the three flexibility mechanisms,support
1998,584,EGYPT,suggested that part of the proceeds from these mechanisms be mobilized to finance the transfer of adaptation technology for developing countries,part of the proceeds from these mechanisms be mobilized to finance the transfer of adaptation technology for developing countries,support
1998,585,BRAZIL,underscored,the CDM as a means of inducing new and mostly private investment,support
1998,586,CANADA,described,the CDM as a “win-win-win mechanism,other
1998,587,VENEZUELA,said,CDM projects must ensure net contribution to sustainable development in the host country,support
1998,588,ARGENTINA,said,emissions trading was an innovative solution to market failure,support
1998,589,POLAND,called for,final decisions on the mechanisms at COP-5,support
1998,589,POLAND,proposed,a pilot phase for emissions trading,support
1998,590,SOUTH KOREA,opposed,any limits on the CDM,opposition
1998,591,MEXICO,stressed,open criteria and a progressive approach to the CDM that could foster immediate and simple actions without artificial limits,support
1998,593,MOROCCO,said,the imbalance of projects,other
1998,594,ZIMBABWE,recommended,its extension,support
1998,595,MALAYSIA,called for,the incorporation of technology transfer and the financial mechanism into the Protocol mechanisms,support
1998,596,GREECE,supported,agreement on clear principles,support
1998,597,SOUTH AFRICA,supported,development of a clear programme of work,support
1998,598,UKRAINE,stressed,establishment of a work programme for implementation of Kyoto obligations by Annex I Parties,support
1998,602,G-77/CHINA,called for,a decision on compliance at COP-4,support
1998,603,GERMANY,suggested,a ceiling for mechanisms,support
1998,604,RUSSIA,opposed,attempts to qualify its emissions reductions as “hot air”,opposition
1998,605,BRAZIL,called for,further discussions on the adverse impacts of climate change,support
1998,605,KENYA,called for,further discussions on the adverse impacts of climate change,support
1998,606,MEXICO,Supported by,Available,support
1998,607,ICELAND,underscored,the proportional impact of single projects on small economies,support
1998,608,BENIN,Available,,other
1998,608,ZIMBABWE,Available,,other
1998,610,SWEDEN,urged delegates to work to increase awareness,increase awareness,support
1998,611,VENEZUELA,cautioned against allowing,discussing items not on the COP-4 agenda,opposition
1998,612,ECUADOR,supported,closer coordination with other UN Conventions,support
1998,613,NEPAL,stressed,regional environmental cooperation,support
1998,613,NEPAL,opposed,undue limits on energy consumption,opposition
1998,614,KENYA,called for,GEF support in facilitating the CDM and implementing adaptation measures,support
1998,615,GAMBIA,called for,membership of the Multilateral Consultative Committee and participation in the CDM on an equitable geographical basis,support
1998,616,SENEGAL,said,the debt burden was a serious hindrance to sustainable development and the marginalization of Africa made equity a particular concern,support
1998,617,INDIA,stressed,the distinction between luxury and survival emissions,support
1998,620,BURUNDI,underscored,improved access to technological information and knowledge and capacity building,support
1998,629,ARMENIA,announced,the receipt of national communications,other
1998,633,JORDAN,reconfirmed its offer to host COP-5,host COP-5,support
1998,633,JORDAN,said it had already begun negotiations with the Secretariat on arrangements,negotiations with the Secretariat on arrangements,support
1998,640,POLAND,introduced the report of the COP,the report of the COP (FCCC/CP/1998/L.,support
1998,641,SWITZERLAND,commented on the process of reaching these decisions,the process of reaching these decisions,other
1998,652,G-77/CHINA,to break ranks with most of its partners in the,host country,other
1998,652,G-77/CHINA,to undertake a binding commitment at COP-5 to abate its greenhouse gas emissions,a binding commitment at COP-5 to abate its greenhouse gas emissions,opposition
1998,652,CHINA,to undertake a binding commitment at COP-5 to abate its greenhouse gas emissions,a binding commitment at COP-5 to abate its greenhouse gas emissions,support
1998,653,USA,signing,the Kyoto Protocol,support
1998,655,USA,stole,the show,other
1998,655,ARGENTINA,stole,the show,other
1998,667,ARGENTINA,stepped out from the ranks of the G-77/China,to take on a binding commitment,support
1998,667,G-77/CHINA,was fractured by a decision,to establish the Berlin Mandate,other
1998,667,USA,decision to sign the Kyoto Protocol,after Argentina stepped out from the ranks of the G-77/China to take on a binding commitment,support
1998,669,CHINA,opposed,striking the item off the agenda,opposition
1998,671,USA,led the support for,informal consultations,support
1998,675,NGO observer,suggested,Argentina’s decision was the most significant development on voluntary commitments because it opened up the prospect of a new negotiation process to allow a developing country to accept binding commitments,support
1998,677,USA,signed,the Kyoto Protocol,support
1998,677,ARGENTINA,announcement,US plans,other
1998,681,the United States,should not be a signatory to any protocol,'the United States should not be a signatory to any protocol’ that excludes developing countries from legally binding commitments or that causes serious harm to the US economy,support
1998,686,G-77/CHINA,opposed,informal consultations on the issue of developing country commitments,opposition
1998,686,CHINA,opposed,informal consultations on the issue of developing country commitments,opposition
1998,687,ARGENTINA,is linked,Argentina’s ambition,other
1998,690,UMBRELLA GROUP,has become tainted by,"the terminology of ""voluntary commitments""",opposition
1998,695,EUROPEAN UNION,commented,In retrospect the COP should not have been about winning things,other
1998,697,ARGENTINA,attempt to place voluntary commitments for developing countries on the COP-4 agenda on day one,voluntary commitments for developing countries on the COP-4 agenda on day one,support
1998,700,G-77/CHINA,continues to view,the inadequacy of commitments in terms of the poor performance of Annex-I Parties,other
1998,704,G-77/CHINA,demands,financial and technical assistance,support
1998,707,OPEC,tried,link Articles 4,support
1998,708,EUROPEAN UNION,drive,Kyoto Protocol measures to include policies and measures in the work programme,support
1998,714,CHINA,contains,a number of wins for the G-77/China,other
1998,715,EUROPEAN UNION,had reasons to promote,such an outcome,support
1998,715,UMBRELLA GROUP,had reasons to promote,such an outcome,support
1998,715,USA,acted as spokes-person,such an outcome,other
1998,716,EUROPEAN UNION,was conscious of the lack of attention paid to G-77/China demands in Kyoto and made serious efforts to address them in Buenos Aires,addressing G-77/China demands in Buenos Aires,support
1998,717,UMBRELLA GROUP,had a strong interest in moving quickly on the elaboration of,guidelines and principles for the flexibility mechanisms,support
1998,718,ARGENTINA,voluntary commitment,Available actors,other
1998,726,JORDAN,has expressed an interest in hosting,hosting COP-5,support
1999,5,FRANCE,translation by Mongi Gadhoum,French,other
1999,6,NETHERLANDS,are,The Sustaining Donors of the Bulletin,other
1999,7,GERMANY,is provided by,General Support for the Bulletin during 1999,support
1999,34,Delegates,agreed to establish,an open-ended Ad Hoc Group on the Berlin Mandate (AGBM) to begin a process toward appropriate action for the period beyond 2000,support
1999,47,EUROPEAN UNION,proposal,"a 15% emissions cut for a ""basket"" of three greenhouse gases (GHGs) by the year 2010 compared to 1990 levels",support
1999,49,G-77/CHINA,was linked to,the level of ambition acceptable by the US,other
1999,49,USA,acceptable by,the level of ambition,support
1999,75,ARGENTINA,opened,COP-5,other
1999,79,GERMANY,noted that,Available,other
1999,91,AOSIS,expressed concern about this decision and said there was no excuse for the COP not to carry out this review,this decision,opposition
1999,92,EUROPEAN UNION,made a distinction between,FCCC Article 4,support
1999,101,CHINA,were,Liu Zhenmin (China),other
1999,102,BRAZIL,elected,Antonio José Vallim Guerreiro as Rapporteur,support
1999,115,EUROPEAN UNION,noted,the need to include indicators such as emissions per capita or emissions per unit of output,other
1999,117,AUSTRALIA,suggested,projections of the effect of policies and measures on future trends of GHG emissions and removals be developed by sector,support
1999,118,MARSHALL ISLANDS,supported,detailed and rigorous reporting,support
1999,118,JAMAICA,supported,detailed and rigorous reporting,support
1999,119,USA,said,the quantity and level of detail should balance needs for comparability,support
1999,120,UK,chaired by Jim Penman,a joint SBI-SBSTA contact group,other
1999,120,TANZANIA,chaired by Mark Mwandosya,a joint SBI-SBSTA contact group,other
1999,123,EUROPEAN UNION,submitted a proposal,to restructure the section on national circumstances,support
1999,138,CHINA,amended the text to state that the purpose of the technical review is to assist,"""Annex I Parties"" instead of ""all Parties"" in gaining experience relevant to the preparation of guidelines related to Protocol Articles 5 (methodology)",support
1999,144,EUROPEAN UNION,Available,The EU,other
1999,146,IRAN,noted,countries have needs determined by their unique circumstances,other
1999,148,EUROPEAN UNION,Available,The EU,other
1999,149,G-77/CHINA,opposed,changing the guidelines for non-Annex I communications,opposition
1999,149,CHINA,opposed,changing the guidelines for non-Annex I communications,opposition
1999,150,AOSIS,noted the need to modify,IPCC guidelines for small island developing States (SIDS) because they are not always applicable to their special circumstances,support
1999,152,SWITZERLAND,said there is a need for,one unified reporting format for all FCCC Parties,support
1999,152,SWITZERLAND,said there is a need for,the use of IPCC guidelines,support
1999,153,G-77/CHINA,called for,the involvement of non-Annex I Party experts in preparing non-Annex I communications,support
1999,153,CHINA,called for,the involvement of non-Annex I Party experts in preparing non-Annex I communications,support
1999,154,EUROPEAN UNION,highlighted,the need for expert review and consideration of non-Annex I communications,support
1999,155,AOSIS,opposed,technical assessment processes for individual national communications,opposition
1999,156,SOUTH KOREA,added that,expert review teams should focus on identifying solutions to obstacles in preparing communications,support
1999,161,G-77/CHINA,Available,,other
1999,163,G-77/CHINA,Available,,other
1999,165,EUROPEAN UNION,said,the purpose of technical assessments is to improve non-Annex I communications,other
1999,168,INDIA,proposed deletion of,a paragraph that calls on the CGE to consider steps taken or envisaged by the Party to implement the FCCC,support
1999,168,CHINA,proposed deletion of,a paragraph that calls on the CGE to consider steps taken or envisaged by the Party to implement the FCCC,support
1999,184,EUROPEAN UNION,incorporated submissions from,the EU,support
1999,184,G-77/CHINA,was based on a,G-77/China proposal,support
1999,184,CHINA,was based on a,G-77/China proposal,support
1999,185,G-77/CHINA,welcomed,the G-77/CHINA proposal for a draft decision on capacity building (FCCC/SBSTA/1999/MISC.,support
1999,185,CHINA,welcomed,the G-77/CHINA proposal for a draft decision on capacity building (FCCC/SBSTA/1999/MISC.,support
1999,186,G-77/CHINA,called on the COP,Available actors,support
1999,189,G-77/CHINA,discussing,the G-77/China proposal,other
1999,192,USA,co-chaired by Dan Reifsnyder,a contact group,other
1999,195,MARSHALL ISLANDS,expressed its reservation on the request,to coordinate with bilateral and multilateral institutions in preparing the elements of a draft framework for capacity building activities,opposition
1999,209,AUSTRALIA,Available,AUSTRALIA,other
1999,210,PHILIPPINES,Available,Available,other
1999,211,CHINA,said,technology transfer under the Protocol should be additional to that under the FCCC,support
1999,212,PHILIPPINES,called for,information on technology transfer activities in Annex I communications,support
1999,213,AOSIS,stressed,addressing adaptation technologies,support
1999,214,SWITZERLAND,underscored,consideration of specific national circumstances,support
1999,221,ARGENTINA,called for attention to,the medical use of HFCs in metered dose inhalers,support
1999,222,SLOVENIA,conducted by Andrej Kranjc,informal consultations,other
1999,226,AOSIS,stressed SIDS’ vulnerability and underscored the need to develop long-term approaches to adaptation in the Convention’s context,SIDS’ vulnerability and the need to develop long-term approaches to adaptation in the Convention’s context,support
1999,231,OECD,called on the Secretariat to continue its collaboration with the OECD’s Development Assistance Committee,continue its collaboration with the OECD’s Development Assistance Committee,support
1999,233,MALAYSIA,reported,a workshop on implementation of FCCC Articles 4,other
1999,235,G-77/CHINA,said it had highlighted,the need for another workshop prior to COP-6,support
1999,237,AUSTRALIA,Available,,other
1999,238,SENEGAL,called for,evaluation of vulnerability in Africa by COP-6,support
1999,240,USA,said,there was uncertainty over the impact of implementation of response measures,other
1999,241,JAPAN,said,consideration of compensation was unacceptable,support
1999,241,MARSHALL ISLANDS,said,consideration of compensation was unacceptable,support
1999,242,SWEDEN,co-chaired,a contact group,other
1999,242,IRAN,co-chaired,a contact group,other
1999,252,LDCs,arising,from climate change and/or the impact of the implementation of response measures,other
1999,254,COP,decided to organize,two workshops under the guidance of the SB Chairs: one on the consideration of initial actions needed to meet developing countries’ and LDCs’ specific needs and concerns arising from the adverse effects of climate change; and another workshop on the methodological approaches and actions that are necessary to address the impact of the implementation of response measures,support
1999,259,JAPAN,Available,,other
1999,260,POLAND,Available,With,other
1999,261,USA,proposed,exploring the eligibility of AIJ projects under the CDM or JI,support
1999,262,AOSIS,opposed,linking AIJ to the Protocol mechanisms,opposition
1999,264,EUROPEAN UNION,Available,SWITZERLAND,other
1999,264,SWITZERLAND,Available,,other
1999,265,AOSIS,drew attention to,the inaccuracies,other
1999,266,USA,identified,the lack of crediting and capacity in the host countries and high transaction costs for small projects as barriers in the pilot phase,other
1999,267,SWITZERLAND,said,without credit,other
1999,267,AUSTRALIA,said,without credit,other
1999,268,IRAN,noted,the absence of criteria for assessing and elaborating the benefits of AIJ projects,other
1999,268,IRAN,said,these were subject to different interpretations,support
1999,270,SOUTH KOREA,said that,since most AIJ projects are financed through official funds like ODA and the GEF,other
1999,271,AFRICAN GROUP,underscored the need to involve local communities in the design and execution of such projects,the need to involve local communities in the design and execution of such projects,support
1999,275,EUROPEAN UNION,introduced its draft proposal that sought to,stop the non-credited pilot phase and start an AIJ phase with possible crediting,support
1999,283,AUSTRALIA,Following subsequent informal consultations conducted by,subsequent informal consultations,other
1999,286,BRAZIL,proposal by Brazil,On Wednesday,support
1999,288,EUROPEAN UNION,Available,,other
1999,288,PERU,Available,,other
1999,294,SWITZERLAND,conducted,extensive informal consultations over several days,other
1999,296,KAZAKHSTAN,considered proposals to amend,FCCC Annex I and II relating to Kazakhstan,support
1999,296,TURKEY,considered proposals to amend,FCCC Annex I and II relating to Turkey,support
1999,297,PAKISTAN,proposal by,delete the name of Turkey from Annexes I and II of the FCCC,support
1999,297,AZERBAIJAN,proposal by,delete the name of Turkey from Annexes I and II of the FCCC,support
1999,298,USA,The,US,other
1999,299,MARSHALL ISLANDS,expressed concern about,the precedent it would set,opposition
1999,302,KAZAKHSTAN,proposal,to be included in the list in FCCC Annex I,support
1999,307,SAUDI ARABIA,said he could not accept negotiations taking place outside the FCCC bodies,negotiations taking place outside the FCCC bodies,opposition
1999,307,SAUDI ARABIA,opposed,the appointment of facilitators,opposition
1999,312,G-77/CHINA,said,any consideration of the LULUCF,support
1999,313,AUSTRALIA,stressed,the key question is not “whether” but “how” additional sink activities could be included in the Protocol,support
1999,314,CANADA,said,the decision-making framework should be based on consistency between the provisions of the Protocol,support
1999,316,EUROPEAN UNION,said,the IPCC Special Report and country specific data should provide the basis for future discussions and decisions,support
1999,320,G-77/CHINA,proposed,a work programme,support
1999,332,MALAYSIA,chaired,a contact group,other
1999,336,G-77/CHINA,said,a CDM decision must precede decisions on other mechanisms,support
1999,337,USA,supported,parallel progress on the mechanisms with priority given to the CDM,support
1999,338,CHINA,opposed taking,a single decision on all mechanisms since this was not supported by the Protocol,opposition
1999,340,SAUDI ARABIA,stressed,progress on this issue is conditional on progress on other equally important issues,support
1999,341,AOSIS,highlighted,the need for the mechanisms to be based on sound environmental principles,support
1999,342,AOSIS,would not permit mechanisms that allow Annex I Parties to offload domestic responsibilities,mechanisms that allow Annex I Parties to offload domestic responsibilities,opposition
1999,343,EUROPEAN UNION,said,a ceiling on the use of mechanisms has to be defined,support
1999,344,NORWAY,Available,,other
1999,344,SWITZERLAND,Available,,other
1999,347,CHINA,Available,,other
1999,348,JAPAN,said,both technical workshops and intersessional meetings should be held prior to COP-6,support
1999,348,CANADA,said,both technical workshops and intersessional meetings should be held prior to COP-6,support
1999,349,G-77/CHINA,highlighted,the need for transparency in the process and adequate developing country expert participation in the technical workshops,support
1999,349,CHINA,highlighted,the need for transparency in the process and adequate developing country expert participation in the technical workshops,support
1999,350,SUDAN,said,Parties needed time to review the information and findings of technical workshops,support
1999,353,JAPAN,Available,,other
1999,357,SOUTH AFRICA,Available,,other
1999,358,BOLIVIA,proposed including,forest protection initiatives under emissions avoidance,support
1999,359,MEXICO,said he looked forward to using,the CDM to supplement national efforts to shift from slash-and-burn techniques,support
1999,360,MAURITANIA,objected to,the inclusion of forest protection within the CDM,opposition
1999,361,IRAN,said,the CDM should include projects related to both sinks and sources,support
1999,363,EUROPEAN UNION,said,the baselines should be determined on a project-by-project basis,support
1999,364,MOROCCO,stressed,the need to certify that reduced or avoided emissions are real,support
1999,365,SWITZERLAND,Available,SWITZERLAND,other
1999,368,JAPAN,asked whether,unilaterally-funded projects were consistent with the concept of CDM,support
1999,369,SOUTH KOREA,said,unilateral funding for CDM would provide incentives for non-Annex I Parties to implement measures to reduce GHGs,support
1999,370,COLOMBIA,said that as long as CDM projects demonstrate additionality and lead to real and measurable long-term reductions,CDM projects demonstrate additionality and lead to real and measurable long-term reductions,support
1999,372,JAPAN,said,there were no provisions requiring financial additionality and none that preclude the use of ODA as a source of funding,other
1999,375,BOLIVIA,suggested that Parties monitor their own projects and,"""learn by doing""",support
1999,376,NORWAY,said,project participants,other
1999,376,AUSTRALIA,said,project participants,other
1999,377,EUROPEAN UNION,said,operational entities should perform certification and verification,support
1999,379,JAPAN,responded that each Party should decide on its own,each Party should decide on its own,support
1999,379,JAPAN,added that creating unnecessary bureaucracies would discourage Annex I Parties from entering into JI,creating unnecessary bureaucracies would discourage Annex I Parties from entering into JI,opposition
1999,382,CANADA,Available,,other
1999,383,EUROPEAN UNION,questioned,how additionality could be ensured if Parties did not comply with Protocol Articles 5 (methodological issues) and 7 (communication of information),other
1999,385,USA,said,the integrity of the emissions trading system would be founded on monitoring and reporting under Protocol Articles 5 and 7 and the existence of registries,other
1999,386,G-77/CHINA,said,the nature and scope of emissions trading must be determined before operational details are worked out,support
1999,388,USA,noted,the need to develop cost-effective mechanisms,other
1999,389,EUROPEAN UNION,stressed,the mechanisms to be underwritten by strong monitoring and reporting requirements,support
1999,390,SWITZERLAND,suggested,"""post-verification model"" wherein emission reduction units could not be transferred until they have been certified to be excess Assigned Amount Units (AAUs)",support
1999,393,G-77/CHINA,said,AAUs derive from past emissions and are retrospective,other
1999,394,FRANCE,said,trading in CERs is safe,support
1999,396,AOSIS,added that this could lead to a difference in value between the CERs and AAUs,a difference in value between the CERs and AAUs,other
1999,402,CANADA,said it was open to the notion of,a core set of guidelines for the creation of national registries,support
1999,403,EUROPEAN UNION,added,national registries are critical to the system,support
1999,403,EUROPEAN UNION,inquired about,the need to link the national system to the international one,other
1999,408,MARSHALL ISLANDS,Available,Espen Rønneberg,other
1999,411,USA,said,its design for the compliance system is focused on Protocol Article 3 (GHG reduction and limitation commitments) and provides for both facilitative and enforcement functions,support
1999,415,EUROPEAN UNION,explained that its compliance committee would have,a facilitative branch and an enforcement branch,other
1999,417,AOSIS,stressed,avoidance of polarization between the facilitative and enforcement functions,support
1999,419,AUSTRALIA,said,its compliance procedure focused on Protocol Article 3,other
1999,426,USA,said,"""different sets of people""",other
1999,427,JAPAN,proposed,a single body exercising its facilitative and enforcement functions in a graduated manner,support
1999,427,SWITZERLAND,proposed,a single body exercising its facilitative and enforcement functions in a graduated manner,support
1999,429,EUROPEAN UNION,Available,The EU,other
1999,432,CANADA,said,the reports would be the factual basis that determined the need for further steps,support
1999,433,CHINA,Available,,other
1999,434,AUSTRALIA,suggested,guidelines for a possible referral to the compliance body,support
1999,434,USA,suggested,guidelines for a possible referral to the compliance body,support
1999,436,SWITZERLAND,suggested that,the COP/MOP,support
1999,437,BRAZIL,suggested that the COP/MOP only take note of the compliance body report,the COP/MOP only take note of the compliance body report,support
1999,439,EUROPEAN UNION,Available,The EU,other
1999,440,SOUTH AFRICA,called for,clear rules for information gathering,support
1999,440,SAUDI ARABIA,called for,clear rules for information gathering,support
1999,441,AUSTRALIA,said,the defending party should be able to rebut evidence against it,support
1999,441,USA,said,the defending party should be able to rebut evidence against it,support
